OrderID,CustomerID,OrderDate,Revenue,Cost,PromotionType
O002010,C01007,2024-08-17,124.9,72.41,None
O002011,C01007,2024-09-20,96.79,53.49,None
O002012,C01008,2024-03-17,80.79,49.38,BOGOF
O002013,C01008,2024-05-23,90.82,50.47,None
O002014,C01008,2024-04-21,102.07,66.79,None
O002015,C01008,2024-07-01,137.42,77.49,None
O002016,C01008,2024-07-13,96.92,51.63,None
O002017,C01008,2024-05-07,69.59,35.02,None
O002018,C01009,2024-05-13,56.55,29.6,Free Shipping
O002019,C01009,2024-06-26,132.86,67.97,None
O002020,C01009,2024-06-04,122.59,64.74,None
O002021,C01009,2024-07-09,102.59,59.58,None
O002022,C01010,2024-08-09,129.28,68.18,BOGOF
O002023,C01010,2024-12-05,121.65,72.81,None
O002024,C01011,2024-11-20,107.93,61.28,None
O002025,C01011,2024-12-31,171.16,86.97,None
O002026,C01012,2024-12-07,110.8,58.13,None
O002027,C01013,2024-08-02,122.09,68.23,None
O002028,C01013,2024-09-23,124.93,70.31,None
O002029,C01013,2024-11-14,95.77,59.9,None
O002030,C01013,2024-11-03,128.98,72.27,None
O002031,C01013,2024-10-10,128.94,74.41,None
O002032,C01014,2024-08-16,63.87,38.76,Percent Off
O002033,C01015,2024-09-09,86.76,54.75,Free Shipping
O002034,C01015,2024-09-29,118.15,81.37,None
O002035,C01015,2024-12-07,115.1,71.0,None
O002036,C01016,2024-11-30,108.17,73.99,None
O002037,C01016,2024-12-27,148.29,74.39,None
O002038,C01017,2024-10-26,49.27,25.45,Percent Off
O002039,C01017,2024-11-19,104.88,61.65,None
O002040,C01017,2024-11-22,113.44,57.74,None
O002041,C01017,2024-12-28,98.54,49.84,None
O002042,C01017,2024-12-24,120.66,76.98,None
O002043,C01018,2024-11-25,63.68,34.57,Percent Off
O002044,C01019,2024-04-24,118.97,61.98,None
O002045,C01020,2024-08-14,97.7,64.17,Percent Off
O002046,C01021,2024-01-13,110.11,70.99,None
O002047,C01022,2024-04-22,90.52,57.78,BOGOF
O002048,C01023,2024-09-17,92.05,59.21,None
O002049,C01023,2024-10-16,106.85,58.0,None
O002050,C01024,2024-02-27,65.25,40.26,BOGOF
O002051,C01024,2024-04-17,112.38,64.19,None
O002052,C01025,2024-03-16,136.96,68.68,None
O002053,C01025,2024-07-10,119.23,66.11,None
O002054,C01026,2024-05-20,94.04,62.67,Free Shipping
O002055,C01027,2024-09-27,79.41,41.93,Percent Off
O002056,C01027,2024-12-11,99.91,51.46,None
O002057,C01028,2024-08-22,116.79,79.71,None
O002058,C01029,2024-08-25,95.55,62.21,Percent Off
O002059,C01030,2024-12-09,129.18,80.83,Free Shipping
O002060,C01031,2024-04-24,111.81,77.96,Percent Off
O002061,C01032,2024-07-26,103.76,56.35,BOGOF
O002062,C01032,2024-08-15,118.14,71.22,None
O002063,C01033,2024-03-24,115.72,71.07,None
O002064,C01034,2024-08-13,145.05,73.63,None
O002065,C01035,2024-12-28,78.36,48.49,Percent Off
O002066,C01036,2024-04-26,91.36,48.68,Percent Off
O002067,C01036,2024-06-17,95.31,61.52,None
O002068,C01036,2024-07-05,76.8,40.05,None
O002069,C01036,2024-07-12,88.76,58.53,None
O002070,C01036,2024-08-21,90.63,46.45,None
O002071,C01037,2024-09-02,99.45,64.76,None
O002072,C01038,2024-11-08,113.71,59.46,Percent Off
O002073,C01038,2024-12-01,108.82,74.67,None
O002074,C01038,2024-12-23,111.4,61.18,None
O002075,C01038,2024-12-18,59.26,39.39,None
O002076,C01039,2024-03-19,96.13,48.17,Percent Off
O002077,C01040,2024-11-27,74.57,46.9,Free Shipping
O002078,C01041,2024-09-16,61.94,38.52,Percent Off
O002079,C01042,2024-12-11,122.86,72.5,None
O002080,C01043,2024-02-17,85.48,55.99,None
O002081,C01044,2024-05-22,72.93,42.67,Free Shipping
O002082,C01045,2024-03-14,97.73,62.13,BOGOF
O002083,C01046,2024-11-29,65.31,34.85,BOGOF
O002084,C01047,2024-11-17,71.59,45.03,Percent Off
O002085,C01048,2024-10-15,92.3,60.17,None
O002086,C01049,2024-01-14,80.14,47.37,BOGOF
O002087,C01050,2024-11-18,114.18,76.18,Percent Off
O002088,C01051,2024-11-28,101.72,61.29,None
O002089,C01052,2024-10-15,147.69,90.35,None
O002090,C01053,2024-06-28,106.92,55.52,Percent Off
O002091,C01054,2024-04-27,74.26,45.49,Percent Off
O002092,C01054,2024-05-27,130.98,79.25,None
O002093,C01054,2024-07-09,88.08,55.14,None
O002094,C01055,2024-09-24,118.54,67.35,Percent Off
O002095,C01055,2024-12-03,150.96,103.09,None
O002096,C01055,2024-12-25,86.67,44.9,None
O002097,C01055,2024-11-18,114.42,70.91,None
O002098,C01056,2024-01-31,146.71,81.94,None
O002099,C01057,2024-11-24,94.76,57.49,Free Shipping
O002100,C01057,2024-12-15,119.99,69.16,None
O002101,C01058,2024-02-13,65.41,45.75,Percent Off
O002102,C01058,2024-04-15,104.08,57.9,None
O002103,C01058,2024-05-28,109.21,55.08,None
O002104,C01059,2024-04-04,53.78,32.49,Percent Off
O002105,C01059,2024-05-26,123.47,86.05,None
O002106,C01060,2024-02-19,113.34,59.81,Percent Off
O002107,C01060,2024-03-25,92.55,46.83,None
O002108,C01060,2024-04-02,58.69,34.01,None
O002109,C01061,2024-03-06,106.6,64.32,BOGOF
O002110,C01062,2024-06-12,121.83,74.24,None
O002111,C01062,2024-07-12,148.02,95.06,None
O002112,C01063,2024-04-04,116.65,65.22,None
O002113,C01064,2024-11-02,137.48,73.63,None
O002114,C01065,2024-07-20,137.84,76.53,None
O002115,C01066,2024-04-22,139.37,77.11,None
O002116,C01067,2024-10-20,92.67,48.32,Free Shipping
O002117,C01068,2024-03-17,95.25,57.59,Percent Off
O002118,C01068,2024-05-25,119.71,64.75,None
O002119,C01069,2024-11-12,112.29,63.57,None
O002120,C01070,2024-12-21,43.57,24.66,Percent Off
O002121,C01071,2024-07-28,91.93,46.73,Percent Off
O002122,C01071,2024-09-28,110.15,56.64,None
O002123,C01071,2024-08-18,147.45,88.86,None
O002124,C01071,2024-10-25,97.15,65.52,None
O002125,C01071,2024-08-17,87.91,60.42,None
O002126,C01072,2024-12-06,90.07,51.85,BOGOF
O002127,C01073,2024-03-14,109.5,75.13,None
O002128,C01074,2024-04-08,98.06,57.52,None
O002129,C01075,2024-07-27,113.12,74.72,BOGOF
O002130,C01075,2024-09-04,84.03,52.5,None
O002131,C01076,2024-03-18,79.27,49.84,None
O002132,C01077,2024-04-21,146.02,80.33,None
O002133,C01078,2024-03-28,139.9,96.83,None
O002134,C01079,2024-02-26,91.24,58.74,BOGOF
O002135,C01079,2024-05-27,113.49,62.3,None
O002136,C01079,2024-06-14,111.63,72.47,None
O002137,C01080,2024-11-13,65.13,42.68,Free Shipping
O002138,C01081,2024-09-29,88.14,55.72,Percent Off
O002139,C01081,2024-11-22,113.65,68.96,None
O002140,C01081,2024-11-11,95.64,59.22,None
O002141,C01081,2024-10-29,72.08,43.37,None
O002142,C01081,2024-12-20,146.31,75.0,None
O002143,C01081,2024-11-23,111.71,59.99,None
O002144,C01082,2024-07-24,96.0,60.18,Percent Off
O002145,C01083,2024-03-18,72.19,45.57,Free Shipping
O002146,C01083,2024-05-15,140.82,88.98,None
O002147,C01084,2024-09-20,101.17,63.49,Percent Off
O002148,C01085,2024-01-29,116.12,66.62,None
O002149,C01086,2024-11-25,91.37,48.83,Percent Off
O002150,C01086,2024-12-17,107.21,59.3,None
O002151,C01087,2024-12-02,75.79,49.57,Percent Off
O002152,C01088,2024-01-30,118.79,73.68,None
O002153,C01089,2024-04-14,108.51,54.44,BOGOF
O002154,C01089,2024-07-04,113.51,66.01,None
O002155,C01090,2024-04-08,91.73,58.74,Percent Off
O002156,C01091,2024-11-22,105.26,67.97,None
O002157,C01091,2024-12-19,198.12,132.47,None
O002158,C01092,2024-03-20,72.07,42.97,Free Shipping
O002159,C01092,2024-07-09,85.2,51.21,None
O002160,C01092,2024-06-28,118.24,68.89,None
O002161,C01092,2024-06-30,115.87,67.31,None
O002162,C01092,2024-05-15,141.75,75.47,None
O002163,C01093,2024-09-01,108.74,62.53,Free Shipping
O002164,C01093,2024-11-03,120.14,82.7,None
O002165,C01093,2024-12-02,111.32,56.18,None
O002166,C01094,2024-05-28,81.87,46.33,BOGOF
O002167,C01094,2024-08-06,129.28,81.05,None
O002168,C01094,2024-07-16,93.17,56.51,None
O002169,C01094,2024-08-09,71.34,47.41,None
O002170,C01095,2024-11-25,79.07,46.67,BOGOF
O002171,C01096,2024-10-01,114.83,74.34,None
O002172,C01097,2024-04-08,137.37,72.05,None
O002173,C01098,2024-10-07,133.73,76.69,Free Shipping
O002174,C01098,2024-11-01,106.75,60.6,None
O002175,C01099,2024-07-06,90.39,45.47,BOGOF
O002176,C01100,2024-04-26,99.89,60.2,None
O002177,C01100,2024-06-13,101.53,56.22,None
O002178,C01100,2024-06-08,129.4,78.53,None
O002179,C01101,2024-01-12,113.15,72.8,None
O002180,C01102,2024-11-01,143.21,77.8,None
O002181,C01103,2024-01-30,70.86,49.45,Percent Off
O002182,C01103,2024-05-21,131.8,77.86,None
O002183,C01103,2024-05-17,149.48,93.67,None
O002184,C01103,2024-05-15,101.83,67.43,None
O002185,C01103,2024-02-26,98.95,55.02,None
O002186,C01104,2024-03-18,118.13,62.51,None
O002187,C01104,2024-04-23,163.16,88.92,None
O002188,C01104,2024-06-08,154.34,79.54,None
O002189,C01105,2024-06-04,58.3,40.77,Percent Off
O002190,C01106,2024-07-04,112.39,67.73,BOGOF
O002191,C01107,2024-01-12,93.53,58.16,Percent Off
O002192,C01108,2024-11-04,120.23,75.18,Free Shipping
O002193,C01109,2024-09-28,99.31,61.05,Free Shipping
O002194,C01110,2024-11-14,94.9,60.14,Percent Off
O002195,C01111,2024-02-21,100.62,52.09,Free Shipping
O002196,C01111,2024-06-13,105.99,63.49,None
O002197,C01112,2024-10-10,85.36,55.45,Percent Off
O002198,C01112,2024-11-28,130.27,77.99,None
O002199,C01112,2024-12-22,93.65,51.86,None
O002200,C01113,2024-09-24,138.82,79.06,None
O002201,C01114,2024-05-09,102.88,63.83,Percent Off
O002202,C01115,2024-03-25,102.43,67.31,Free Shipping
O002203,C01116,2024-09-30,69.32,43.2,BOGOF
O002204,C01116,2024-11-14,91.5,53.59,None
O002205,C01116,2024-11-13,91.01,51.65,None
O002206,C01116,2024-11-29,126.59,83.8,None
O002207,C01116,2024-12-03,135.95,79.97,None
O002208,C01117,2024-06-01,110.28,70.95,BOGOF
O002209,C01117,2024-07-16,89.87,55.54,None
O002210,C01117,2024-07-01,123.72,79.07,None
O002211,C01117,2024-09-07,142.52,96.46,None
O002212,C01117,2024-08-13,83.81,49.82,None
O002213,C01117,2024-07-19,75.02,46.58,None
O002214,C01118,2024-09-15,81.83,55.32,BOGOF
O002215,C01118,2024-12-01,102.18,69.0,None
O002216,C01118,2024-11-13,90.1,48.68,None
O002217,C01118,2024-12-13,102.1,68.49,None
O002218,C01119,2024-12-01,91.29,58.18,Percent Off
O002219,C01120,2024-02-25,114.1,61.48,None
O002220,C01120,2024-05-10,165.16,109.1,None
O002221,C01120,2024-06-24,120.02,74.78,None
O002222,C01120,2024-04-28,153.18,90.17,None
O002223,C01121,2024-07-04,139.07,71.76,None
O002224,C01122,2024-01-08,91.97,55.06,Percent Off
O002225,C01123,2024-10-24,107.23,54.83,BOGOF
O002226,C01123,2024-12-05,115.57,64.73,None
O002227,C01124,2024-08-12,47.5,28.83,Percent Off
O002228,C01125,2024-08-08,123.6,84.36,Free Shipping
O002229,C01125,2024-10-20,101.24,62.36,None
O002230,C01125,2024-11-20,109.85,70.73,None
O002231,C01126,2024-04-23,124.97,69.64,None
O002232,C01127,2024-01-04,79.94,48.59,BOGOF
O002233,C01127,2024-03-07,81.65,49.97,None
O002234,C01127,2024-03-20,135.73,76.03,None
O002235,C01127,2024-02-29,101.84,55.65,None
O002236,C01128,2024-05-12,96.58,58.62,None
O002237,C01128,2024-06-22,146.53,95.36,None
O002238,C01128,2024-08-12,111.89,58.42,None
O002239,C01128,2024-06-12,115.69,71.68,None
O002240,C01128,2024-06-10,133.55,73.84,None
O002241,C01129,2024-01-28,120.3,82.39,Percent Off
O002242,C01130,2024-08-11,150.84,93.01,BOGOF
O002243,C01130,2024-10-07,91.76,61.37,None
O002244,C01131,2024-04-12,138.85,81.43,None
O002245,C01132,2024-12-16,75.84,48.55,Percent Off
O002246,C01133,2024-08-24,109.51,60.51,Free Shipping
O002247,C01134,2024-11-21,77.68,41.15,BOGOF
O002248,C01135,2024-05-12,95.15,61.16,Percent Off
O002249,C01135,2024-08-30,100.89,61.8,None
O002250,C01135,2024-06-10,95.71,50.43,None
O002251,C01135,2024-07-26,109.8,74.39,None
O002252,C01135,2024-07-20,88.31,49.15,None
O002253,C01136,2024-02-07,60.5,31.13,Free Shipping
O002254,C01137,2024-05-06,68.1,45.29,Percent Off
O002255,C01137,2024-07-16,132.22,66.63,None
O002256,C01138,2024-12-29,77.79,50.34,Free Shipping
O002257,C01139,2024-04-14,75.09,44.53,None
O002258,C01140,2024-05-09,88.91,60.17,Percent Off
O002259,C01140,2024-09-06,90.99,47.42,None
O002260,C01140,2024-06-11,115.56,60.38,None
O002261,C01140,2024-07-02,120.67,79.75,None
O002262,C01141,2024-11-29,89.76,61.02,None
O002263,C01142,2024-06-29,79.71,47.85,Percent Off
O002264,C01142,2024-09-05,80.64,43.05,None
O002265,C01142,2024-07-30,106.58,65.73,None
O002266,C01142,2024-09-06,130.39,70.66,None
O002267,C01142,2024-08-07,98.36,61.29,None
O002268,C01142,2024-09-15,80.26,41.65,None
O002269,C01143,2024-03-11,97.59,52.3,Percent Off
O002270,C01143,2024-03-31,101.59,56.65,None
O002271,C01144,2024-11-10,88.2,53.49,Percent Off
O002272,C01145,2024-07-16,95.61,59.74,None
O002273,C01145,2024-08-10,101.41,55.11,None
O002274,C01145,2024-10-15,156.35,86.12,None
O002275,C01146,2024-07-16,130.58,87.03,None
O002276,C01146,2024-10-19,134.73,79.78,None
O002277,C01146,2024-10-03,160.4,93.62,None
O002278,C01147,2024-06-06,111.93,65.84,None
O002279,C01148,2024-06-28,95.0,54.07,None
O002280,C01149,2024-01-12,127.43,75.67,None
O002281,C01150,2024-06-23,119.34,82.45,None
O002282,C01150,2024-08-02,122.07,69.28,None
O002283,C01150,2024-10-12,145.9,80.2,None
O002284,C01150,2024-10-07,130.21,81.84,None
O002285,C01151,2024-06-18,121.14,79.62,None
O002286,C01152,2024-01-31,49.27,32.9,Percent Off
O002287,C01153,2024-10-19,110.52,70.95,BOGOF
O002288,C01153,2024-11-08,79.78,54.1,None
O002289,C01154,2024-04-20,146.28,84.9,None
O002290,C01154,2024-08-08,134.61,72.86,None
O002291,C01154,2024-08-16,108.38,69.65,None
O002292,C01155,2024-03-25,112.04,59.55,Percent Off
O002293,C01155,2024-06-10,81.88,49.91,None
O002294,C01155,2024-06-02,77.61,41.05,None
O002295,C01155,2024-07-06,87.18,50.68,None
O002296,C01156,2024-10-24,104.77,59.84,BOGOF
O002297,C01157,2024-07-22,98.29,63.67,None
O002298,C01158,2024-01-18,85.6,47.3,Percent Off
O002299,C01158,2024-04-05,136.97,74.73,None
O002300,C01158,2024-04-21,102.57,61.34,None
O002301,C01159,2024-09-07,141.3,71.29,None
O002302,C01159,2024-12-05,123.49,82.97,None
O002303,C01159,2024-10-05,75.13,44.32,None
O002304,C01160,2024-12-03,68.77,47.75,Percent Off
O002305,C01161,2024-01-06,74.24,39.57,BOGOF
O002306,C01162,2024-11-12,105.45,61.65,Percent Off
O002307,C01162,2024-12-09,136.17,78.61,None
O002308,C01163,2024-01-01,106.78,60.45,None
O002309,C01164,2024-09-17,98.3,62.82,None
O002310,C01164,2024-12-21,125.91,85.96,None
O002311,C01164,2024-12-03,156.46,106.97,None
O002312,C01164,2024-12-17,118.99,73.84,None
O002313,C01165,2024-11-08,131.53,70.85,None
O002314,C01166,2024-02-02,96.98,50.3,Percent Off
O002315,C01167,2024-02-07,114.21,76.13,None
O002316,C01168,2024-04-21,61.62,34.73,Percent Off
O002317,C01169,2024-01-27,132.35,78.84,None
O002318,C01170,2024-02-16,85.31,58.38,Percent Off
O002319,C01170,2024-04-06,113.31,75.18,None
O002320,C01170,2024-03-24,71.4,43.7,None
O002321,C01170,2024-06-04,78.49,39.86,None
O002322,C01170,2024-03-29,77.8,43.65,None
O002323,C01170,2024-06-11,117.8,77.34,None
O002324,C01171,2024-12-31,75.62,44.7,BOGOF
O002325,C01172,2024-07-31,98.05,56.83,None
O002326,C01173,2024-07-15,112.77,77.77,None
O002327,C01173,2024-09-05,137.51,69.42,None
O002328,C01173,2024-08-06,83.31,46.87,None
O002329,C01173,2024-11-07,140.47,82.89,None
O002330,C01173,2024-11-10,167.43,93.28,None
O002331,C01174,2024-10-03,67.51,45.04,Percent Off
O002332,C01175,2024-04-12,64.78,38.07,BOGOF
O002333,C01175,2024-07-11,92.21,62.71,None
O002334,C01175,2024-07-08,126.21,76.31,None
O002335,C01176,2024-06-26,115.24,62.39,None
O002336,C01176,2024-09-01,111.88,71.95,None
O002337,C01176,2024-07-19,120.68,64.51,None
O002338,C01176,2024-09-10,162.92,81.55,None
O002339,C01176,2024-10-01,83.73,51.16,None
O002340,C01177,2024-09-04,106.35,57.18,None
O002341,C01178,2024-08-15,103.23,61.54,None
O002342,C01179,2024-01-27,70.15,38.09,Percent Off
O002343,C01179,2024-04-05,130.55,68.74,None
O002344,C01179,2024-04-22,113.46,68.5,None
O002345,C01179,2024-03-24,81.95,43.65,None
O002346,C01179,2024-04-21,121.04,68.68,None
O002347,C01180,2024-07-05,126.96,66.8,Percent Off
O002348,C01181,2024-04-19,115.49,63.94,Percent Off
O002349,C01182,2024-11-02,117.77,68.98,Free Shipping
O002350,C01183,2024-02-29,90.22,54.31,Free Shipping
O002351,C01184,2024-04-10,122.69,71.78,BOGOF
O002352,C01184,2024-06-04,96.5,64.3,None
O002353,C01185,2024-06-01,70.05,44.42,BOGOF
O002354,C01186,2024-10-01,146.36,100.44,None
O002355,C01187,2024-03-15,68.2,44.74,BOGOF
O002356,C01187,2024-05-26,141.16,77.57,None
O002357,C01187,2024-06-24,123.57,61.83,None
O002358,C01187,2024-07-09,114.33,73.76,None
O002359,C01187,2024-06-03,141.5,80.81,None
O002360,C01188,2024-11-24,137.04,91.01,None
O002361,C01189,2024-05-07,70.72,37.84,Percent Off
O002362,C01189,2024-07-25,129.46,78.54,None
O002363,C01189,2024-07-27,57.68,29.24,None
O002364,C01189,2024-07-14,102.51,59.66,None
O002365,C01190,2024-11-19,83.38,42.56,Percent Off
O002366,C01191,2024-01-15,89.16,46.17,Free Shipping
O002367,C01191,2024-04-11,106.38,58.82,None
O002368,C01192,2024-09-04,120.25,72.49,None
O002369,C01193,2024-12-26,124.2,72.4,None
O002370,C01194,2024-06-02,112.3,73.78,Free Shipping
O002371,C01194,2024-09-10,67.52,39.55,None
O002372,C01194,2024-07-28,106.8,59.91,None
O002373,C01194,2024-06-29,129.49,65.15,None
O002374,C01194,2024-06-27,77.37,42.7,None
O002375,C01195,2024-03-09,91.2,47.12,BOGOF
O002376,C01195,2024-06-28,111.64,71.38,None
O002377,C01195,2024-04-17,86.1,49.32,None
O002378,C01195,2024-05-23,167.94,95.83,None
O002379,C01195,2024-05-10,142.86,90.81,None
O002380,C01195,2024-05-08,127.83,68.99,None
O002381,C01196,2024-01-31,114.36,68.06,Percent Off
O002382,C01197,2024-07-11,119.39,78.11,None
O002383,C01198,2024-05-19,112.83,60.08,BOGOF
O002384,C01199,2024-06-03,115.91,60.71,None
O002385,C01199,2024-09-12,120.42,63.06,None
O002386,C01200,2024-11-06,143.84,100.58,None
O002387,C01201,2024-08-17,124.27,79.05,Free Shipping
O002388,C01202,2024-09-06,78.15,51.82,Percent Off
O002389,C01202,2024-12-05,101.56,65.73,None
O002390,C01202,2024-11-13,122.91,82.07,None
O002391,C01202,2024-10-29,47.61,25.27,None
O002392,C01203,2024-09-08,115.74,67.13,None
O002393,C01204,2024-11-10,138.47,96.33,Free Shipping
O002394,C01205,2024-10-03,108.85,68.44,BOGOF
O002395,C01205,2024-10-24,134.19,72.6,None
O002396,C01205,2024-11-27,90.91,58.4,None
O002397,C01205,2024-10-26,79.56,43.95,None
O002398,C01205,2024-12-06,117.4,70.35,None
O002399,C01206,2024-11-26,113.31,73.3,Percent Off
O002400,C01207,2024-04-20,111.71,74.22,None
O002401,C01208,2024-07-09,77.74,43.21,BOGOF
O002402,C01208,2024-09-09,145.52,78.59,None
O002403,C01208,2024-09-22,129.55,89.88,None
O002404,C01208,2024-09-26,126.5,77.76,None
O002405,C01208,2024-08-11,121.77,78.97,None
O002406,C01208,2024-09-24,100.91,58.82,None
O002407,C01209,2024-10-20,70.22,48.17,None
O002408,C01210,2024-07-24,105.17,72.85,None
O002409,C01211,2024-01-12,122.71,70.44,Free Shipping
O002410,C01211,2024-03-29,161.42,95.93,None
O002411,C01211,2024-05-08,103.51,71.38,None
O002412,C01211,2024-03-13,97.96,56.17,None
O002413,C01212,2024-06-26,89.51,54.48,BOGOF
O002414,C01212,2024-09-16,124.31,77.42,None
O002415,C01213,2024-10-23,67.17,39.56,Percent Off
O002416,C01214,2024-09-06,96.39,64.3,BOGOF
O002417,C01215,2024-01-24,106.99,63.61,None
O002418,C01216,2024-11-04,113.47,76.58,None
O002419,C01217,2024-03-13,64.99,36.79,Percent Off
O002420,C01217,2024-04-05,78.62,46.71,None
O002421,C01217,2024-05-24,118.62,71.89,None
O002422,C01217,2024-06-19,103.01,58.79,None
O002423,C01217,2024-04-21,93.31,52.6,None
O002424,C01218,2024-09-06,112.84,72.74,Percent Off
O002425,C01219,2024-01-22,113.4,76.15,Free Shipping
O002426,C01219,2024-03-14,132.79,81.41,None
O002427,C01219,2024-05-14,100.19,65.11,None
O002428,C01219,2024-04-26,123.18,64.94,None
O002429,C01219,2024-04-06,82.0,48.96,None
O002430,C01220,2024-12-26,115.22,76.74,None
O002431,C01221,2024-11-03,71.68,44.49,Free Shipping
O002432,C01222,2024-07-17,111.02,74.84,Percent Off
O002433,C01223,2024-08-15,71.12,36.03,BOGOF
O002434,C01224,2024-03-19,64.75,38.21,Percent Off
O002435,C01224,2024-04-10,122.75,81.88,None
O002436,C01224,2024-07-01,99.16,52.51,None
O002437,C01225,2024-09-04,109.21,60.07,None
O002438,C01226,2024-12-11,154.82,100.4,None
O002439,C01227,2024-02-05,142.25,72.04,None
O002440,C01228,2024-12-24,83.58,54.54,Percent Off
O002441,C01229,2024-01-24,91.7,62.87,Percent Off
O002442,C01229,2024-04-12,114.12,71.32,None
O002443,C01229,2024-04-15,136.89,80.2,None
O002444,C01229,2024-02-15,49.04,34.0,None
O002445,C01230,2024-06-08,148.96,102.38,None
O002446,C01231,2024-07-07,132.1,66.37,None
O002447,C01231,2024-09-16,149.7,80.91,None
O002448,C01232,2024-09-04,62.27,34.5,BOGOF
O002449,C01232,2024-10-26,78.59,53.34,None
O002450,C01232,2024-09-24,142.23,79.41,None
O002451,C01232,2024-11-28,87.34,59.78,None
O002452,C01233,2024-12-24,102.84,54.32,Free Shipping
O002453,C01234,2024-07-05,88.67,46.4,Free Shipping
O002454,C01234,2024-08-30,171.8,107.99,None
O002455,C01234,2024-09-04,106.96,64.43,None
O002456,C01234,2024-10-19,161.86,85.36,None
O002457,C01234,2024-10-02,88.43,58.74,None
O002458,C01235,2024-06-23,84.18,57.49,BOGOF
O002459,C01235,2024-07-28,112.22,61.27,None
O002460,C01235,2024-10-15,97.69,51.74,None
O002461,C01236,2024-11-11,126.3,82.15,Free Shipping
O002462,C01237,2024-07-12,122.32,83.03,Free Shipping
O002463,C01238,2024-04-11,95.18,53.37,Percent Off
O002464,C01239,2024-05-23,108.08,59.96,Percent Off
O002465,C01239,2024-07-24,60.77,41.43,None
O002466,C01239,2024-07-06,112.76,56.86,None
O002467,C01239,2024-07-22,132.58,86.62,None
O002468,C01240,2024-06-09,76.91,44.86,BOGOF
O002469,C01240,2024-08-16,147.29,80.33,None
O002470,C01241,2024-03-25,85.35,46.45,BOGOF
O002471,C01241,2024-06-07,120.41,83.46,None
O002472,C01241,2024-07-20,109.71,63.99,None
O002473,C01241,2024-06-28,87.48,48.44,None
O002474,C01241,2024-07-23,83.24,50.48,None
O002475,C01242,2024-05-26,114.82,66.78,None
O002476,C01242,2024-08-30,196.66,107.09,None
O002477,C01242,2024-09-19,137.14,77.34,None
O002478,C01242,2024-07-30,92.11,49.14,None
O002479,C01242,2024-09-17,133.18,69.1,None
O002480,C01243,2024-07-02,122.79,65.61,Percent Off
O002481,C01243,2024-09-26,105.52,53.19,None
O002482,C01243,2024-08-04,91.2,50.15,None
O002483,C01243,2024-08-21,108.12,55.64,None
O002484,C01244,2024-03-04,131.61,87.42,None
O002485,C01245,2024-04-13,126.37,80.41,None
O002486,C01246,2024-07-29,141.91,77.55,None
O002487,C01247,2024-09-01,83.83,42.16,BOGOF
O002488,C01247,2024-10-08,108.8,69.17,None
O002489,C01247,2024-11-30,105.46,58.81,None
O002490,C01247,2024-12-14,99.76,68.14,None
O002491,C01247,2024-11-11,101.7,52.3,None
O002492,C01248,2024-08-24,118.8,80.64,Free Shipping
O002493,C01249,2024-10-17,87.82,52.35,Percent Off
O002494,C01249,2024-12-04,103.63,57.62,None
O002495,C01249,2024-11-07,63.96,34.95,None
O002496,C01249,2024-11-16,88.97,60.52,None
O002497,C01250,2024-06-25,123.96,77.25,None
O002498,C01251,2024-05-27,109.7,63.44,Percent Off
O002499,C01252,2024-12-02,90.61,51.55,BOGOF
O002500,C01253,2024-02-20,99.84,60.28,None
O002501,C01253,2024-05-03,70.46,47.35,None
O002502,C01254,2024-01-15,103.35,62.88,None
O002503,C01255,2024-07-16,49.58,29.21,Free Shipping
O002504,C01256,2024-12-07,74.37,45.19,Free Shipping
O002505,C01257,2024-12-21,119.24,64.09,None
O002506,C01258,2024-08-13,80.19,40.39,Percent Off
O002507,C01259,2024-01-13,139.06,75.13,None
O002508,C01259,2024-04-12,154.73,95.87,None
O002509,C01259,2024-04-20,146.97,86.05,None
O002510,C01259,2024-04-01,125.17,86.67,None
O002511,C01260,2024-10-08,117.31,75.74,Free Shipping
O002512,C01261,2024-07-18,146.69,88.17,None
O002513,C01262,2024-06-10,113.41,76.91,Free Shipping
O002514,C01263,2024-01-25,126.11,80.72,None
O002515,C01264,2024-04-19,105.35,58.82,BOGOF
O002516,C01264,2024-05-10,88.98,61.66,None
O002517,C01264,2024-06-12,155.26,102.17,None
O002518,C01264,2024-08-06,119.98,64.64,None
O002519,C01264,2024-07-07,112.27,63.56,None
O002520,C01264,2024-06-10,67.05,45.07,None
O002521,C01265,2024-06-07,113.41,69.88,Percent Off
O002522,C01266,2024-05-29,92.51,52.41,BOGOF
O002523,C01267,2024-07-22,102.06,55.4,BOGOF
O002524,C01267,2024-08-28,66.84,43.13,None
O002525,C01267,2024-10-02,82.62,53.7,None
O002526,C01267,2024-10-28,110.73,57.56,None
O002527,C01267,2024-09-20,123.04,81.03,None
O002528,C01268,2024-01-08,80.65,55.21,Percent Off
O002529,C01269,2024-02-27,102.54,55.05,BOGOF
O002530,C01269,2024-06-15,103.68,65.97,None
O002531,C01270,2024-09-09,117.99,81.23,BOGOF
O002532,C01271,2024-08-02,144.49,73.46,None
O002533,C01272,2024-02-12,62.68,37.0,BOGOF
O002534,C01272,2024-05-13,88.29,57.9,None
O002535,C01272,2024-03-03,109.33,55.57,None
O002536,C01273,2024-08-24,156.33,96.44,None
O002537,C01273,2024-12-04,110.92,64.54,None
O002538,C01273,2024-12-22,86.7,49.85,None
O002539,C01273,2024-11-29,112.78,70.35,None
